e.6cbf55e7c81df51d,e.785f8ac3c1ea1c93,p.6cbf55e7c81df51d,p.785f8ac3c1ea1c93,q.0,q.12c413657efa280e,q.15344ef7910c2692,q.155332a4fba33e8f,q.16de1501ad6d003e,q.175ed29f1d4c8f03,q.1a2c43d7d39b748b,q.1b3bce987495336c,q.1cc005c01b3a8aa3,q.1e299bdd1cf7a625,q.1fa28c0ba7f9aec8,q.21fb19005f6951c4,q.23b59dd0c808f4c6,q.23b7f472edde0ce6,q.277e44a955cf2949,q.27ce5f24555e180a,q.2b3296a08411ef24,q.2c509f1ed2220464,q.2e09446e39e26d42,q.2e28d0e1402904b2,q.30355f4cc6ee0d6c,q.314a75fdd331c3f8,q.34e6a18f315e7d2f,q.36c2c875df9317b4,q.38319f8fc78ab9de,q.3a50160006e2d12d,q.3af0af64c28fa6d5,q.3b3de5d772c846cf,q.3c333e5504c64ad3,q.3f72bdc1b8ddb24,q.404c71da2e4826c2,q.41d91f7a05beb14a,q.42107779fcd075ef,q.44eb95b6005c26b,q.463e39a4acf55512,q.46b40798beef0876,q.46b9e5597a64f0e7,q.46d0a9841d8d15,q.48c3dc4f13827d2d,q.4c781fca13c4e0fa,q.4d5895b6699ba297,q.4ebdc6945a09b165,q.5049294d0dee99ae,q.5289fdf1dab07838,q.52e137ce5f0856e0,q.52ed044d2326c87d,q.54724e8bdf60a268,q.564397e6a3409cfe,q.56a5967121715c3c,q.56e2545df60a134c,q.5721c438ee6a188,q.57636a074c36eb44,q.584140440d5f0b68,q.5a62368ba35d9f59,q.5b76e1c3a932bdb,q.5bf42ebbc692409e,q.5dcb2b57a2af77bb,q.5f78ee4ca30b8f0d,q.6368bf5907564a9f,q.6370b0a836a3beb4,q.646d77117c488059,q.66c1b6f1560356ef,q.6753d8830d386858,q.69415bdf089224e8,q.6cbf55e7c81df51d,q.6d402b60e647a2d7,q.705c41a579498d1e,q.72cdc719088a4dda,q.751c75311f458392,q.7740b3afa5fd1810,q.78791357f01233fb,q.789f400a72f2dde3,q.7d67c4cb4a009d55,q.7e11a7bed0e877d5,q.7e56f3238e6c5904,q.7f34381df64db829,q.80aebdbe9dd8458c,q.8350ab20dc5792f3,q.84ae95a99c262132,q.852fd389ae7973c2,q.876a996d5a5cd7b2,q.8773ae79bcad770c,q.87aa120f411c2179,q.87b6b254c9c11cda,q.88352d6f7fe4e61,q.8d69b9298323ec70,q.8f6bacae26b4b931,q.923637a75b13b040,q.947d43cae6516e8e,q.95056fa74f629407,q.960cae7c9416fa60,q.9659def20a9fb5a5,q.981c089fc6a7c217,q.9b7cbe367825f927,q.9c5eceaf0623e18c,q.9d80224ec132cf41,q.9d8ea5f691e722f0,q.9ded7beedd0f70cb,q.9e86aa7f2763be5e,q.9eb154a7fffbe8f,q.9f54a36da2622d71,q.9f8cced1c9ffc6b0,q.9f8e824f8a7ac716,q.a2238cd4e486d2d5,q.a2fbe5b11ecfc533,q.a51a6c786827204,q.a68288650ab00b3e,q.a889f479fdf5019d,q.a9c93f094ffdbf82,q.a9ef4b816bb40994,q.aa3f62d8a180aa96,q.abc79ea95b6fb13,q.ac17f45cb7a2d2c1,q.ade8b59d3591ed97,q.aebc9a0baa527ef6,q.af0d11cae13076c7,q.b024d96d59fe3a67,q.b0947f6d4b41705b,q.b21cac0c6ac1883e,q.b30f5d73d9085e77,q.b4c5f3d55b4e9dc,q.b5397410b8da884d,q.b64a56fe210ee76,q.b8797c414f047fed,q.b87b94fab9e5721,q.b8ec54ce9fa0f604,q.b9001ad4b447f16d,q.b9e6525c9ea322f5,q.bce63656bdf433f7,q.bd7535fc411c2caa,q.c0828d14a81970a6,q.c1bdd6db1974733a,q.c43bdbf9dee1c202,q.c6ab3657420f873b,q.c7a08d59145a63b3,q.cb35558f37b42e38,q.cb6c67abb40b0c5c,q.ccd33ab245c7b6d6,q.cec1c2e07c1de04b,q.cfaa49b6b55da512,q.d237e32dad87729e,q.d347f27623a3ca1e,q.d3a5b39a7ad5a0ca,q.d52f7dd1c179cccc,q.d6795b2b7f551108,q.d6a0d48d06de0363,q.d82ac4b490ed4190,q.d849c2d7d1d265d1,q.d8e8b4c4871429a2,q.dbbde0bc0f9b2209,q.dc39ad5012857c15,q.dc4dd443f9934487,q.dd4f64b58cf72d5c,q.de51ba3769c3249,q.de5b2c348b0f3ff1,q.df3b06727682dba6,q.e100cfa642af9961,q.e14cf04d1a2d6591,q.e2b7d168421c100d,q.e2bc3c157c67d836,q.e2e6e9dc24bfff8b,q.e63ce6956e06be12,q.e7680c04ff2596b,q.e77769c62ef669aa,q.e842348ba2f11f0e,q.eb2ad90db7674b87,q.eb465dc2ac982544,q.ebc37510f9820b16,q.ec9dde9dbdf020cb,q.ed235abd1be8d96b,q.ed630e127180f97d,q.ed89ba6de0fb1f6d,q.efde08274f9bf517,q.f1199fb8140b5877,q.f3228b87e7b1b7f3,q.f38279ed28be5363,q.f3dcff7d95f7730f,q.f6a9f5f4a79af318,q.f868b5793b7ff2d,q.ff60c9b4f7de6530,user_us
0,0,0,0,0,0,652963,440,18013,165102,32329,0,1041,0,0,4209501,404,0,315164,51768,21451168,14535,1729,39283,0,1802,0,9110,25349,0,756256,20231,48971,0,12078,30322,19400,0,182643,0,8474,11451,0,0,0,0,0,0,0,61311,2271,284,0,3424,10540,766,0,0,0,0,5539,7175,12877244,143993,0,299,40256,0,0,0,0,105666,634,0,6162,0,10012,0,0,64345,76,588,4796,434,2865,70157,17411,0,12294,0,0,2499,584,0,44345,92201,14833,38195,692847,39066,0,0,0,720,0,34304,87305,4483160,0,9560,27165,4778,0,59171,0,0,531894,775,643092,5438,60054,0,0,64463,46950,2589,8702,0,0,452,50557,0,402,74572,0,0,0,113453,759,110745,5739,0,10613,0,632,0,0,461,0,0,0,2808,0,0,43101,0,22041,0,693472,0,0,3669,993,114137,0,40545,0,0,0,809262,15376,1333,0,9081,0,0,0,1125,24954,923,0,62333,4051,92812,179830000
0,0,0,0,4648,0,558269,363,11347,161104,31342,2552,2552,0,0,4411990,969,0,296760,28072,25375563,11697,2108,37351,0,2014,0,9393,26227,0,836346,18465,60929,4280,5133,34971,17471,0,218422,0,9529,14979,3011,346,0,0,0,0,0,56087,398,1045,0,2297,24874,0,0,0,0,828,5862,11311,11275421,205128,0,1178,50089,0,0,0,0,148199,0,0,10245,0,1565,0,0,60227,110,0,1076,412,2206,98844,16898,0,16089,0,0,5529,4253,0,32982,91521,9219,37818,681073,36074,0,0,0,1454,86949,29617,112403,3837285,497,10243,32953,4314,0,72746,863,0,565470,435,539645,10726,51577,0,0,53850,43869,2432,8135,0,0,180,35995,0,517,89084,0,0,961,147947,1356,118218,4934,0,13333,0,738,0,0,509,351,0,0,1643,0,0,41945,0,28415,0,752361,0,0,1933,0,159170,0,37227,0,0,0,1039562,12422,0,0,9865,0,172,0,0,20358,2455,0,55948,2006,96882,178450000
0,0,0,0,3829,0,389748,0,0,169874,31281,0,738,0,0,5116758,205,65,308801,42696,30454359,16790,5141,34359,451,2056,0,18351,19005,0,734095,17499,49945,2579,7463,17303,27086,0,436424,0,17604,13380,906,679,0,0,1092,0,0,62275,438,0,422,3110,13627,0,0,0,0,0,6036,9777,11697486,159288,0,488,44640,0,1948,0,0,125976,0,0,15160,0,869,0,0,67155,122,0,5717,849,6287,87108,22634,0,14369,0,0,19647,1159,0,37531,89547,11561,37740,620905,34807,0,0,0,0,262547,28481,93325,5354236,785,18732,27663,2444,0,64482,0,0,505372,1985,321994,6334,61170,0,0,56091,39422,2682,7013,0,0,0,46964,0,3036,81144,0,0,0,130307,748,234779,5087,0,22099,2277,741,0,0,0,751,0,0,2412,0,0,50557,0,21290,1865,843761,0,0,4892,1844,146158,0,37762,142,0,0,1138272,29393,0,0,19152,0,258,0,2099,27173,539,0,59017,4721,81881,185810000
0,0,0,0,4815,0,588337,0,7697,161647,27927,0,1195,0,0,5810498,766,0,273614,36770,38241610,20445,1769,33734,0,2784,0,0,17955,0,1065504,15618,43066,5677,7260,34682,14461,0,0,0,0,12293,632,0,0,0,0,0,0,47439,1707,172,0,10105,26308,0,0,0,0,0,5142,10302,10694806,142572,0,215,41263,0,0,0,0,133577,0,0,15086,0,0,0,0,63790,0,0,4117,1874,4195,74658,18628,0,14622,0,0,16458,1787,0,34754,72696,27119,31992,557768,30051,0,0,0,0,0,25714,124656,5066885,481,0,41344,0,0,62510,0,0,620436,2397,606671,6624,46910,0,0,50466,38322,2881,11531,0,0,0,39369,0,8631,97716,0,0,0,149834,0,0,5331,0,0,0,0,0,0,0,0,0,601,2508,0,0,40917,0,22700,417,732316,3358,0,3230,1377,125538,0,35335,0,0,250,1047679,19329,0,0,0,0,0,0,2647,29356,645,0,55820,3104,100704,193260000
0,0,0,0,0,0,373909,0,12890,174155,31874,0,3854,0,0,2802740,0,38,280874,32834,14602703,19190,1847,36922,0,823,0,0,26772,0,319744,15140,44854,0,5895,7872,9303,0,0,0,35,10182,3789,0,388,0,0,0,0,59837,1740,0,0,3095,10305,0,0,0,0,0,5906,6590,11737157,153036,0,0,39513,0,0,0,0,125065,1140,0,5112,0,436,397,0,71276,0,0,3945,476,3259,78390,17543,0,8741,0,0,8780,2520,0,38805,67640,3461,29977,466365,33708,0,0,0,0,0,25511,83487,4538389,0,0,35695,15172,0,61651,0,0,590894,1124,319088,11189,43337,0,0,44996,39597,2246,15924,0,0,181,35919,0,455,57233,0,0,0,129729,0,471,6051,0,0,1848,0,0,0,0,0,0,0,2285,0,0,39488,0,21090,438,697953,0,0,3084,700,123939,0,38385,0,0,0,858906,9504,0,0,0,0,0,0,2132,16504,0,0,56253,3232,105167,141330000
0,0,0,0,0,0,459699,0,10222,129968,24275,0,4896,0,0,6131895,273,0,262746,33313,38095226,15883,1906,30840,545,602,0,13325,34401,0,701561,21956,44926,995,3183,32784,5453,0,257471,0,12556,19619,4511,0,0,0,0,0,0,46693,2091,331,0,1293,12728,0,0,0,0,0,7347,11100,10308985,147118,0,450,31139,0,0,0,0,100530,0,0,13665,0,0,0,0,60314,111,0,3378,0,1320,62744,15597,0,15541,0,0,14322,5707,0,33289,85540,2580,27304,543145,28013,0,0,0,0,0,27549,79771,4410637,0,11618,25642,48848,0,48752,0,0,509602,886,426712,35344,57282,0,0,54368,34471,1825,14882,0,0,0,38427,0,0,70359,0,0,0,123163,720,143751,4462,0,14207,882,0,0,0,0,0,0,0,1053,0,0,35473,0,16404,0,623397,918,0,1760,931,107328,0,31453,0,0,0,830026,22736,0,0,12295,0,0,0,0,36365,986,0,45862,2144,84069,207070000
0,0,0,0,0,0,392071,0,11389,147021,32151,0,2428,0,648,6952837,0,0,261226,30660,42941159,20617,0,36777,895,1715,0,0,20614,0,381276,14413,47135,0,9973,11057,12158,0,0,0,0,16332,2246,0,0,0,0,0,0,64978,0,0,0,5645,15962,0,0,0,0,0,6213,8516,9684518,134961,0,0,39554,0,0,0,0,112433,795,0,17787,0,3914,0,0,58328,0,0,3762,421,5154,62476,16258,0,16872,0,0,11227,3222,0,33805,104202,19787,33876,501342,34554,0,0,0,1160,106325,29775,101133,3548874,0,0,37022,17447,0,50966,0,0,599938,1295,351100,14200,59985,0,0,60124,49883,4241,13028,0,0,0,31755,0,2174,60214,0,0,0,119226,0,0,4952,0,0,830,0,0,0,0,0,0,508,4263,384,0,35882,0,16322,1227,626103,460,0,4594,1208,117489,0,40180,0,0,0,765474,12350,0,0,0,0,0,0,825,27723,0,0,58778,5196,86849,218730000
0,0,0,0,0,0,335748,0,10253,143645,30914,0,1338,0,0,3373316,495,127,281951,27556,20047166,11125,1862,33449,409,573,0,0,28624,0,325252,22190,42303,14560,3935,13293,23259,0,2643,0,125,13469,1942,0,882,0,1513,0,0,53404,0,519,0,1378,11495,0,0,0,0,0,6965,2642,10499649,143987,0,277,37548,0,1525,0,0,115326,0,0,8212,0,0,0,0,68743,123,0,5496,0,1396,66128,12669,0,11304,0,0,5012,1727,0,41470,70603,12089,27799,443960,31458,0,0,0,0,0,24859,75974,3663591,1697,122,38200,20169,0,57481,0,0,621922,0,301108,29990,44838,0,0,47353,36852,2341,9911,0,0,0,28233,0,6667,71786,0,0,0,101214,778,1518,6154,0,181,5894,0,0,0,0,0,0,0,2451,0,0,29980,0,20606,512,653146,2124,0,4752,455,111581,0,27743,217,0,0,764990,9147,0,0,0,0,0,0,0,19872,1631,0,50299,439,82310,145070000
0,0,0,0,0,0,308276,409,10481,142296,24072,922,543,0,613,4796715,533,56,289506,29244,28628706,13355,1833,30419,1114,496,0,0,31433,0,380353,9073,36903,3947,8865,7852,19574,0,1507,0,56,9934,1223,1236,791,0,0,0,0,52698,0,445,0,3834,11440,0,0,817,0,0,6203,17546,11020761,125234,0,714,30661,0,0,0,0,109679,0,0,5913,0,221,0,977,69835,54,0,5565,0,3734,61075,16691,0,5159,0,0,10395,1271,0,31853,54876,6052,26130,354047,25071,0,0,0,0,457859,29955,87253,4720169,0,56,27182,0,0,51460,857,0,664281,397,249563,2476,41724,0,0,42913,31531,2591,14643,0,0,0,30016,0,0,54867,0,0,0,97496,944,1237,6587,0,103,951,0,0,0,0,0,0,0,2293,0,0,32622,0,18636,0,716479,0,0,3125,374,111188,0,30126,0,0,0,997960,5919,0,0,0,0,558,0,1071,24341,595,0,47537,1767,71815,175220000
0,0,0,0,0,0,325313,0,11049,120757,23484,0,848,0,0,7061018,0,0,266631,26586,44325322,14901,0,33486,410,0,0,0,20340,0,359505,18265,36944,0,4478,15714,14179,0,0,0,0,16839,757,0,0,0,0,0,0,39610,0,0,0,2049,11712,0,0,0,0,0,5743,4059,8342862,153934,0,0,36449,0,0,0,0,98576,0,0,18847,0,0,0,0,56416,0,0,5209,874,1369,45583,18315,0,10372,0,0,10754,1250,0,43881,67599,6248,27574,404163,29202,0,0,0,0,0,24499,85073,3574343,0,0,33134,15459,0,39690,0,0,588017,773,305557,15103,42133,0,0,37603,33845,1422,12278,0,0,152,23527,0,0,71804,0,0,0,105866,0,0,4431,0,0,0,435,0,0,0,0,0,0,1745,0,0,26892,0,13677,1144,510374,0,0,2077,0,97562,0,31602,0,0,0,768278,5516,0,0,0,0,0,0,341,16294,0,0,49664,3187,96267,219830000
0,0,0,0,0,0,360500,0,9741,147724,31210,0,5660,0,0,6351175,0,51,256733,22201,39347221,35409,0,43060,512,595,0,0,23352,0,406845,23629,51775,0,5237,7529,17732,0,1432,0,116,17485,5953,0,706,0,0,0,0,58235,604,0,0,3117,13885,0,0,0,0,0,4360,14795,8360136,180698,0,0,38578,0,0,0,0,117013,443,0,23312,0,0,0,0,55240,143,0,1721,1116,3357,59049,16373,0,9708,0,0,24196,2104,0,54763,76749,10595,35499,471280,34147,0,0,0,0,0,26414,101421,3940843,0,102,28230,1225,0,55835,0,0,566179,1827,331714,3576,54894,0,0,57770,45508,2956,6217,0,0,577,22717,0,424,94860,0,0,0,112336,0,740,4531,0,92,2772,1990,0,0,0,434,0,0,4097,393,0,25959,0,20329,1739,528661,0,0,3538,0,118280,0,32854,0,0,0,748934,7430,0,0,0,0,0,0,1374,38213,0,0,62236,3328,120107,208230000
0,0,0,0,0,0,468358,0,13116,153975,34301,0,1563,0,0,2804742,1443,0,300717,33824,15466609,14079,1854,41225,0,0,0,0,20929,0,485531,17594,56856,4533,5067,23467,16240,0,0,0,0,15026,581,255,0,0,0,0,0,60142,16058,580,0,2131,27696,0,0,0,0,0,6956,17876,11029160,126460,0,204,45337,0,0,0,0,118303,628,0,12820,0,489,0,466,67043,0,0,3995,0,3037,66620,14075,0,6739,0,0,4867,997,0,42307,84726,15285,34010,587047,38875,172,0,0,0,264255,32249,94052,4997001,400,0,29888,5217,0,56259,0,0,627830,502,439148,13185,62967,0,0,60967,46720,2382,11021,0,0,945,38959,0,1174,62354,0,0,720,99747,456,0,5521,0,0,0,893,0,0,0,0,0,0,1678,0,0,37960,0,19167,640,613563,0,0,1869,583,127442,0,42659,0,0,0,652085,7775,0,0,0,0,187,0,409,16569,353,0,63502,1445,73949,145760000
0,0,0,0,0,0,478650,0,7946,151714,41820,0,3414,0,0,5888807,0,73,279002,38118,38402835,36625,1778,53037,0,852,0,0,21071,0,587894,33204,62392,0,5436,17712,15696,0,1363,0,64,20960,3105,510,553,0,1050,0,0,67493,0,0,0,1780,19755,0,0,0,0,0,9000,14144,9920844,186872,0,0,57141,0,0,0,0,117394,0,0,29646,0,6681,0,1333,60185,61,0,5762,547,1981,51163,15393,0,7325,0,315,16352,3702,0,49318,117698,15394,48255,613518,46273,0,0,0,984,494201,41488,106994,4764471,318,62,46389,7124,0,43818,0,0,662038,866,440586,16129,66402,0,0,71387,61877,1620,12654,0,0,0,28149,0,544,107747,0,0,0,144635,0,739,5653,0,99,2634,0,0,0,0,0,0,0,1646,0,0,34040,0,14042,383,616538,0,0,1828,1596,116097,0,52195,60,0,0,1056187,11397,0,0,0,0,693,0,422,34090,0,0,72354,1352,135378,196550000
0,0,0,0,0,0,244364,0,10116,105934,18103,0,1999,0,0,7241748,0,0,262602,30383,45350469,6829,2083,22232,0,2192,0,0,20319,0,279961,19189,29946,7843,5600,7621,17171,0,0,0,0,12253,1076,0,0,0,0,0,0,33740,0,0,0,2423,7312,0,0,0,0,0,5627,9440,8595618,103268,0,0,28520,0,0,0,0,81914,0,0,7910,0,0,0,0,57451,0,0,3783,1907,2882,60549,18153,0,11671,0,253,10598,1541,0,26229,47086,6055,19243,298512,19551,0,0,0,0,171659,21459,82034,4845341,0,0,28085,0,0,43024,0,0,648625,1840,201971,11672,28441,0,0,35262,27776,2772,14641,0,0,404,30746,0,0,37615,0,0,0,90161,0,0,4401,0,0,1304,302,0,0,0,0,0,0,1788,0,0,35289,0,14392,2454,622762,0,0,2279,1000,78890,0,22513,0,0,0,794261,18394,0,0,0,0,344,0,508,14238,0,0,35358,3846,84636,216780000
0,0,0,0,0,0,365603,0,6919,157377,26055,0,3738,0,0,5640468,205,0,253992,32878,34023002,7390,2072,36740,0,454,0,0,19588,0,337867,19007,42595,510,2702,8267,13984,0,0,0,0,19046,6291,397,0,0,0,0,0,50179,821,391,0,1471,10432,0,0,0,0,0,5350,7497,9503079,129647,0,0,38960,0,0,0,0,117832,0,0,3348,0,682,0,323,58500,0,0,4500,1144,1493,66506,12987,0,12094,0,0,5637,3907,0,35104,81242,8616,26296,427554,32181,0,0,0,0,292870,25873,77333,4883646,0,0,27502,0,0,64735,0,0,602614,0,308742,1533,54687,0,0,52326,37988,686,14775,0,0,482,33840,459,0,60405,0,0,0,87102,241,0,4749,0,0,1003,440,0,0,0,0,0,0,1003,0,0,30149,0,17180,455,564006,985,0,1273,0,112833,0,29280,0,0,0,619914,15417,0,0,0,0,0,0,623,19730,779,0,51101,1195,67356,193930000
0,0,0,0,0,0,354692,294,11556,143722,29296,823,5567,0,0,3391219,427,0,299691,24063,18427378,15921,0,37041,0,0,0,0,24686,0,251148,23871,48410,4886,2119,26673,15555,0,0,0,0,20987,9962,381,0,0,0,0,0,49025,0,836,0,1082,10881,0,0,0,0,374,5620,7660,8824605,140138,0,994,38822,0,0,0,0,118268,0,0,6240,0,1831,0,647,64733,114,0,6310,0,888,76884,18283,0,6968,0,816,4695,5036,0,28312,73175,13893,31824,465227,31786,0,0,0,0,179871,26796,80304,4677114,0,0,35026,17521,0,64460,0,0,560642,0,323126,22126,52806,0,0,49822,39527,546,10275,0,0,206,26826,0,0,66173,0,0,387,94173,1105,0,4437,0,0,605,278,0,0,0,0,0,0,956,0,0,22307,0,21104,0,569352,0,0,724,0,107919,0,36227,0,0,0,659906,6620,0,0,0,0,455,0,361,23871,1839,0,51357,866,78589,149100000
0,0,0,0,0,0,513280,2440,7611,168515,46642,0,764,0,0,5739703,2266,0,225709,34704,33071999,34727,1470,52797,0,2350,0,0,15581,0,654125,30790,73177,0,4776,39909,16361,0,0,0,0,8998,856,0,0,0,0,0,0,76356,0,1856,0,2492,22913,0,0,0,0,0,7973,11531,8110370,258052,0,2726,60349,0,0,0,0,124611,0,0,27611,0,1153,0,0,49033,0,0,1154,519,1936,75610,11807,0,7511,0,0,12693,1200,0,51846,136037,39833,53291,711469,50288,0,0,0,0,0,41991,148915,4316466,0,0,24565,7946,0,66800,0,0,644109,537,483629,9372,78333,0,0,80055,62132,2120,9689,0,0,0,30465,0,844,174227,0,0,1756,170216,3666,0,3830,0,0,3753,585,0,0,0,0,0,0,1206,416,0,35006,0,22240,962,578810,0,0,1651,0,135614,0,52413,0,0,0,849756,11905,0,0,0,0,0,0,0,42555,4040,0,86588,1714,120475,201500000
0,0,0,0,9799,0,426501,0,9493,152247,36225,0,762,0,0,7719415,185,0,242983,23119,46167221,23791,2441,45355,0,481,0,0,21164,0,522388,32300,55867,11975,4127,33470,10446,0,0,0,0,9411,2103,0,0,0,1620,0,0,73521,0,145,0,2197,12228,0,0,0,0,0,8172,16230,8647018,202830,0,241,56418,0,0,472,0,117886,0,0,21006,0,3632,0,0,47227,0,0,2351,2651,5756,78978,15296,0,15616,0,0,11236,455,0,51181,102478,30839,42776,536369,41324,0,0,0,1717,0,31282,111647,3893446,291,0,48655,11460,0,68914,0,0,677997,409,400091,15709,57777,0,0,64063,47393,1577,11500,0,0,0,28561,0,534,132291,0,0,0,147127,263,0,4740,0,0,0,0,0,0,0,0,0,0,1651,0,0,26306,0,19442,419,523746,0,0,2568,0,125301,0,45579,72,0,0,798991,11150,0,0,0,0,0,0,0,46859,142,0,66011,1814,141959,243700000
0,0,0,0,16669,0,331564,0,16297,123035,21448,0,0,0,0,4946437,345,0,270624,34789,29667672,26956,2130,36435,0,485,0,0,34608,0,328291,19274,40134,516,2757,32559,17998,0,0,0,0,22104,2683,0,0,0,0,0,0,46126,509,816,0,1471,10710,0,0,0,0,0,6136,20282,10339740,170583,0,1143,35251,0,0,0,0,93414,0,0,9613,0,327,0,0,63319,0,0,4428,257,5713,61111,17837,0,9456,0,0,8259,0,0,35618,60433,10594,25116,418169,36647,0,0,0,0,0,23963,94646,3340612,0,0,29370,11290,0,53000,0,0,613858,0,274154,9827,52016,0,0,54737,41491,1055,12676,0,360,535,36826,0,0,74407,0,0,877,143148,539,0,4103,0,0,803,536,0,0,0,0,0,0,1059,281,0,37464,0,20080,571,726728,0,0,1512,0,93534,0,26997,0,0,0,977118,24697,0,0,0,0,0,0,320,15164,818,0,59400,0,100157,177730000
0,0,0,0,3144,0,357931,0,15332,136066,22231,844,1442,0,0,4151495,0,0,258430,30156,23255759,16185,2013,27146,0,616,0,0,28428,0,308018,18206,44876,12881,3618,34049,17596,0,0,0,0,29286,5345,259,0,0,0,0,0,51586,605,0,0,1024,10765,0,0,0,0,600,12764,8512,10485639,139416,0,0,37725,0,0,0,0,103289,0,0,8982,0,1796,0,487,65694,0,0,4233,418,1885,69949,18535,0,10784,0,0,5239,4197,0,40094,72584,12912,29271,426528,28991,0,0,0,2200,236399,26697,75107,3167407,0,0,28390,15655,0,64041,645,0,561349,0,298154,23219,49149,0,0,48828,34826,1121,17704,0,0,0,29612,0,0,57504,0,0,0,103629,0,0,5163,0,0,1054,1052,0,0,0,0,0,0,963,0,0,28742,0,22622,0,626383,0,0,1147,0,107540,0,27248,0,0,0,799848,8869,0,0,0,0,356,0,533,14437,0,0,44707,1681,73124,165490000
0,0,0,0,0,0,423227,0,15825,139804,36512,0,9050,0,0,5974958,0,0,263379,34118,33297381,26104,1782,41116,0,0,0,0,22280,0,429142,20305,45157,9704,1703,27480,13188,0,0,0,0,25983,10665,0,0,0,0,0,0,57362,0,0,0,888,17430,0,0,0,0,0,6522,7271,9511355,141420,0,0,39887,0,0,0,0,107079,0,0,25066,0,0,0,0,55875,0,0,0,0,458,70390,15293,0,10324,0,0,18046,10764,0,45771,82169,17524,38724,544059,38306,0,0,0,922,0,30702,87285,5135922,0,0,23163,25582,0,57545,0,0,531352,0,402341,36520,59181,0,0,60507,40694,416,9569,0,0,0,30202,0,0,82300,0,0,0,109492,0,0,4715,0,0,0,0,0,0,0,569,0,0,492,0,0,27191,0,19888,0,567023,0,0,306,0,109653,0,37752,0,0,0,687150,14835,0,0,0,0,0,0,0,18452,0,0,63668,983,90448,206480000
0,0,0,0,0,0,346687,0,4408,143274,29999,0,3074,0,0,6355091,0,53,269843,35012,38072002,15877,1564,34369,685,1496,0,0,18611,0,376224,14239,38195,5543,3425,16495,13703,0,2224,0,72,14767,3166,0,0,0,0,0,0,47540,4189,0,405,1487,15166,0,0,0,0,0,4474,10378,9708775,198089,0,0,37625,0,0,0,0,112530,487,0,26116,0,0,0,0,56124,60,0,1995,1413,1583,60991,16189,0,12410,0,0,24767,4344,0,60813,92845,12154,31800,449911,32266,0,0,0,0,0,26319,105879,4914658,0,56,31056,10349,0,51506,0,0,579483,0,312705,14812,50035,0,0,47091,39415,904,9157,0,0,338,28650,0,6956,65973,0,0,0,110631,0,1081,4584,0,82,1762,491,0,0,0,425,0,0,1858,500,0,26978,0,18804,1288,614801,0,0,1999,1185,109566,0,35470,0,0,0,847268,11605,0,0,0,0,0,0,699,39839,0,0,56008,850,124710,212140000
0,0,0,0,0,0,426023,0,410,165871,30319,0,1927,0,0,4367036,230,46,286116,40653,26381970,33124,0,43470,289,17911,0,0,15686,0,563007,39064,65065,0,4266,11279,17125,0,0,0,64,25417,1784,1215,1029,0,1267,0,0,61068,0,388,0,2104,13944,0,0,0,0,0,6609,10578,10653445,224155,0,0,49143,0,1887,0,0,117089,0,0,8984,0,3369,0,1604,60660,43,0,2195,10004,2517,69994,14369,0,10826,0,525,17597,1559,0,75569,84380,24792,46493,542273,41830,0,0,0,527,745858,37315,87817,4667522,407,48,47084,10471,0,61458,0,0,654007,443,372723,7561,61879,0,0,59093,48799,2350,4619,0,0,193,35481,0,591,94700,0,0,0,213917,297,1274,5207,0,69,1722,1137,0,0,0,0,0,0,1617,524,0,42448,0,19201,848,765248,275,534,2595,1032,117693,0,42267,160,0,0,1112007,39778,0,0,0,0,717,0,19800,28290,784,0,67029,2382,147743,173030000
0,0,0,0,0,0,345130,0,11603,130860,27103,0,1158,0,0,4636133,0,73,288462,23305,29179172,13877,2509,42418,0,753,0,0,27508,0,336624,11242,52519,3126,822,15259,5324,0,1457,0,49,12043,2593,735,585,0,0,0,0,60599,1613,0,0,718,9198,685,0,0,0,0,5559,4714,11067849,141609,0,0,50080,0,0,0,0,107832,0,0,25902,0,428,0,567,65196,44,0,3336,0,286,65481,15973,0,10537,0,280,6339,1748,0,35607,64414,22383,32681,451918,32807,0,0,0,0,245270,34666,112170,5501362,0,49,26745,4140,0,55781,433,0,595515,0,289613,9160,55013,0,0,47343,43065,395,18189,0,0,0,23565,0,0,90311,0,0,0,106688,0,716,5224,0,65,2293,374,0,0,0,0,0,0,468,388,0,34249,0,22102,0,652031,438,0,496,613,107874,0,42431,0,0,0,781913,11182,0,0,0,0,332,0,0,18009,0,0,55934,1203,63908,176260000
0,0,0,0,0,0,323894,0,8198,133404,25082,0,3191,0,0,5472063,0,50,282370,25996,30886201,15033,1879,27293,855,355,0,0,27153,0,278162,16541,36597,4612,2674,11268,11934,0,862,0,52,12514,3023,0,327,0,0,0,0,43167,0,0,0,877,10348,0,0,0,0,0,5217,4686,9012154,110601,0,0,32634,0,0,0,0,96770,0,0,12264,0,702,0,0,63532,54,0,2398,600,993,64119,21966,0,9562,0,0,8662,2368,0,29842,52289,13184,25005,391301,26877,0,0,0,0,0,21057,65549,4278673,1333,53,27217,7451,0,50998,0,0,541315,328,278567,16220,37311,0,0,43836,31453,711,20555,0,0,0,27842,0,0,47005,0,0,0,95674,0,488,4839,0,67,2068,427,0,0,0,0,0,0,850,788,0,31793,0,20341,647,527971,0,0,799,0,103385,0,27643,0,0,0,620292,10459,0,0,0,0,0,0,0,16646,0,0,47835,1159,64311,191340000
